Date,Close
10/1/2019 16:00:00,35.88
10/2/2019 16:00:00,34.7
10/3/2019 16:00:00,33.64
10/4/2019 16:00:00,33.99
10/7/2019 16:00:00,34.03
10/8/2019 16:00:00,33.1
10/9/2019 16:00:00,33.7
10/10/2019 16:00:00,33.99
10/11/2019 16:00:00,36.05
10/14/2019 16:00:00,35.83
10/15/2019 16:00:00,36.89
10/16/2019 16:00:00,36.05
10/17/2019 16:00:00,36.77
10/18/2019 16:00:00,36.78
10/21/2019 16:00:00,37.88
10/22/2019 16:00:00,37.23
10/23/2019 16:00:00,37.75
10/24/2019 16:00:00,37.26
10/25/2019 16:00:00,37.93
10/28/2019 16:00:00,38.14
10/29/2019 16:00:00,37.17
10/30/2019 16:00:00,37.69
10/31/2019 16:00:00,37.56
11/1/2019 16:00:00,38.07
11/4/2019 16:00:00,38.48
11/5/2019 16:00:00,38.93
11/6/2019 16:00:00,39.19
11/7/2019 16:00:00,39.4
11/8/2019 16:00:00,38.98
11/11/2019 16:00:00,38.72
11/12/2019 16:00:00,37.86
11/13/2019 16:00:00,37.48
11/14/2019 16:00:00,37.69
11/15/2019 16:00:00,38.23
11/18/2019 16:00:00,37.91
11/19/2019 16:00:00,38.82
11/20/2019 16:00:00,38.13
11/21/2019 16:00:00,37.67
11/22/2019 16:00:00,38.47
11/25/2019 16:00:00,39.92
11/26/2019 16:00:00,39.1
11/27/2019 16:00:00,39.19
11/29/2019 13:00:00,39.07
12/2/2019 16:00:00,39.59
12/3/2019 16:00:00,38.02
12/4/2019 16:00:00,38.19
12/5/2019 16:00:00,38.07
12/6/2019 16:00:00,39.21
12/9/2019 16:00:00,38.49
12/10/2019 16:00:00,38.22
12/11/2019 16:00:00,37.97
12/12/2019 16:00:00,38.36
12/13/2019 16:00:00,38.24
12/16/2019 16:00:00,39.17
12/17/2019 16:00:00,40.96
12/18/2019 16:00:00,40.42
12/19/2019 16:00:00,41.29
12/20/2019 16:00:00,41.37
12/23/2019 16:00:00,41.03
12/24/2019 13:00:00,41.19
12/26/2019 16:00:00,41.22
12/27/2019 16:00:00,40.58
12/30/2019 16:00:00,39.8
12/31/2019 16:00:00,40.31
1/2/2020 16:00:00,40.65
1/3/2020 16:00:00,39.82
1/6/2020 16:00:00,40.39
1/7/2020 16:00:00,39.5
1/8/2020 16:00:00,39.94
1/9/2020 16:00:00,40
1/10/2020 16:00:00,39.79
1/13/2020 16:00:00,39.76
1/14/2020 16:00:00,40.11
1/15/2020 16:00:00,39.68
1/16/2020 16:00:00,42.65
1/17/2020 16:00:00,42.93
1/21/2020 16:00:00,41.72
1/22/2020 16:00:00,42.6
1/23/2020 16:00:00,42.84
1/24/2020 16:00:00,42.1
1/27/2020 16:00:00,41.32
1/28/2020 16:00:00,42.4
1/29/2020 16:00:00,42.71
1/30/2020 16:00:00,42.44
1/31/2020 16:00:00,41.07
2/3/2020 16:00:00,41.96
2/4/2020 16:00:00,43.34
2/5/2020 16:00:00,44.44
2/6/2020 16:00:00,42.8
2/7/2020 16:00:00,44.2
2/10/2020 16:00:00,43.76
2/11/2020 16:00:00,43.31
2/12/2020 16:00:00,43.93
2/13/2020 16:00:00,44.58
2/14/2020 16:00:00,43.88
2/18/2020 16:00:00,42.59
2/19/2020 16:00:00,41.14
2/20/2020 16:00:00,41.25
2/21/2020 16:00:00,41.1
2/24/2020 16:00:00,37.46
2/25/2020 16:00:00,34.71
2/26/2020 16:00:00,32.92
2/27/2020 16:00:00,29.75
2/28/2020 16:00:00,28.45
3/2/2020 16:00:00,27.27
3/3/2020 16:00:00,25.23
3/4/2020 16:00:00,26.34
3/5/2020 16:00:00,21.54
3/6/2020 16:00:00,22.52
3/9/2020 16:00:00,21.41
3/10/2020 16:00:00,22.48
3/11/2020 16:00:00,20.93
3/12/2020 16:00:00,14.06
3/13/2020 16:00:00,15.08
3/16/2020 16:00:00,11.66
3/17/2020 16:00:00,11.72
3/18/2020 16:00:00,9.01
3/19/2020 16:00:00,8.39
3/20/2020 16:00:00,8.69
3/23/2020 16:00:00,9.83
3/24/2020 16:00:00,13.53
3/25/2020 16:00:00,15.96
3/26/2020 16:00:00,16.51
3/27/2020 16:00:00,14.79
3/30/2020 16:00:00,12.42
3/31/2020 16:00:00,12.89
4/1/2020 16:00:00,11.32
4/2/2020 16:00:00,10.53
4/3/2020 16:00:00,10.51
4/6/2020 16:00:00,10.47
4/7/2020 16:00:00,11.44
4/8/2020 16:00:00,12.51
4/9/2020 16:00:00,14.08
4/13/2020 16:00:00,13.32
4/14/2020 16:00:00,13.88
4/15/2020 16:00:00,13.76
4/16/2020 16:00:00,12.66
4/17/2020 16:00:00,13.35
4/20/2020 16:00:00,12.95
4/21/2020 16:00:00,12.75
4/22/2020 16:00:00,11.93
4/23/2020 16:00:00,11.8
4/24/2020 16:00:00,12.15
4/27/2020 16:00:00,12.25
4/28/2020 16:00:00,14.34
4/29/2020 16:00:00,15.38
4/30/2020 16:00:00,15.02
5/1/2020 16:00:00,13.17
5/4/2020 16:00:00,12.9
5/5/2020 16:00:00,12.31
5/6/2020 16:00:00,11.55
5/7/2020 16:00:00,10.51
5/8/2020 16:00:00,10.56
5/11/2020 16:00:00,10.19
5/12/2020 16:00:00,9.45
5/13/2020 16:00:00,8.2
5/14/2020 16:00:00,8.3
5/15/2020 16:00:00,8.01
5/18/2020 16:00:00,9.99
5/19/2020 16:00:00,9.69
5/20/2020 16:00:00,9.75
5/21/2020 16:00:00,10.07
5/22/2020 16:00:00,10.17
5/26/2020 16:00:00,12.31
5/27/2020 16:00:00,13.9
5/28/2020 16:00:00,12.93
5/29/2020 16:00:00,12.95
6/1/2020 16:00:00,13.96
6/2/2020 16:00:00,14.49
6/3/2020 16:00:00,17.31
6/4/2020 16:00:00,21.02
6/5/2020 16:00:00,22.62
6/8/2020 16:00:00,25.56
6/9/2020 16:00:00,22.76
6/10/2020 16:00:00,19.47
6/11/2020 16:00:00,16.08
6/12/2020 16:00:00,18.82
6/15/2020 16:00:00,19.73
6/16/2020 16:00:00,20.72
6/17/2020 16:00:00,19.92
6/18/2020 16:00:00,19.9
6/19/2020 16:00:00,18.81
6/22/2020 16:00:00,18.5
6/23/2020 16:00:00,18.78
6/24/2020 16:00:00,16.92
6/25/2020 16:00:00,17.4
6/26/2020 16:00:00,16.58
6/29/2020 16:00:00,18
6/30/2020 16:00:00,17.8
7/1/2020 16:00:00,17.73
7/2/2020 16:00:00,17.4
7/6/2020 16:00:00,17.74
7/7/2020 16:00:00,16.77
7/8/2020 16:00:00,16.71
7/9/2020 16:00:00,15.91
7/10/2020 16:00:00,17.53
7/13/2020 16:00:00,16.72
7/14/2020 16:00:00,17.27
7/15/2020 16:00:00,19.36
7/16/2020 16:00:00,18.06
7/17/2020 16:00:00,17.61
7/20/2020 16:00:00,16.65
7/21/2020 16:00:00,16.65
7/22/2020 16:00:00,16.66
7/23/2020 16:00:00,16.84
7/24/2020 16:00:00,16.47
7/27/2020 16:00:00,16.15
7/28/2020 16:00:00,16.54
7/29/2020 16:00:00,16.45
7/30/2020 16:00:00,16.24
7/31/2020 16:00:00,15.81
8/3/2020 16:00:00,15.37
8/4/2020 16:00:00,16.5
8/5/2020 16:00:00,17.15
8/6/2020 16:00:00,17.26
8/7/2020 16:00:00,17.28
8/10/2020 16:00:00,18.3
8/11/2020 16:00:00,18.04
8/12/2020 16:00:00,17.85
8/13/2020 16:00:00,17.55
8/14/2020 16:00:00,17.76
8/17/2020 16:00:00,17.06
8/18/2020 16:00:00,17.32
8/19/2020 16:00:00,17.19
8/20/2020 16:00:00,17.21
8/21/2020 16:00:00,16.98
8/24/2020 16:00:00,18.21
8/25/2020 16:00:00,17.99
